,title,rating,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,est_price,roast_level,roaster,roaster_location,dollars_per_ounce
1401,“Naturals”,92,8.0,9,8,9,"['sweet-toned', 'fruit-forward', 'raspberry', 'cedar', 'baker’s', 'chocolate', 'gardenia', 'molasses', 'in', 'aroma', 'and', 'cup', 'bittersweet', 'structure;', 'velvety', 'mouthfeel', 'the', 'crisp', 'gently', 'drying', 'finish', 'leads', 'with', 'notes', 'of', 'chocolate-toned', 'berries', 'in', 'the', 'short', 'and', 'spicy-sweet', 'florals', 'and', 'aromatic', 'wood', 'notes', 'in', 'the', 'long']","Captain Cook, North Kona growing district, “Big Island” of Hawaii",30.00/8 ounces,Medium-Light,Hala Tree Kona Coffee,"Captain Cook, Hawaii",3.75
1402,David Mburu Kenya,96,9.0,9,9,10,"['deep', 'complex', 'richly', 'sweet-savory', 'vanilla', 'orchid', 'toasted', 'coconut', 'fine', 'musk', 'dried', 'fig', 'dark', 'caramel', 'in', 'aroma', 'and', 'cup', 'elegant', 'savory-leaning', 'structure', 'with', 'bright', 'juicy', 'acidity;', 'plush', 'velvety', 'mouthfeel', 'the', 'resonant', 'flavor-laden', 'finish', 'is', 'centered', 'around', 'floral-toned', 'fruit', 'with', 'supporting', 'notes', 'of', 'dark', 'caramel', 'and', 'fine', 'musk']","Kiambu County, south-central Kenya",15.00/250 grams,Light,Coava Coffee Roasters,"Portland, Oregon",1.7009714815121408
1403,Haraz Special Red Yemen,92,8.0,9,8,9,"['engaging', 'richly', 'sweet-savory', 'caramelized', 'fig', 'earthy', 'pipe', 'tobacco', 'aged', 'rum', 'hibiscus', 'cinnamon', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure;', 'velvety-smooth', 'mouthfeel', 'the', 'long', 'finish', 'consolidates', 'to', 'cinnamon', 'and', 'caramelized', 'fig', 'with', 'a', 'hint', 'of', 'aged', 'rum']","Haraz growing region, north-central Yemen",27.50/8 ounces,Light,PT's Coffee Roasting,"Topeka, Kansas",3.4375
1404,Auromar Gesha Natural,93,8.0,8,9,9,"['delicate', 'crisply', 'sweet', 'dried', 'coconut', 'baker’s', 'chocolate', 'candied', 'violet', 'cedar', 'nutmeg', 'in', 'aroma', 'and', 'cup', 'balanced', 'sweet-tart', 'structure;', 'silky', 'mouthfeel', 'the', 'gently', 'drying', 'finish', 'is', 'carried', 'by', 'notes', 'of', 'chocolate-toned', 'coconut', 'in', 'the', 'short', 'and', 'cedar', 'in', 'the', 'long', 'with', 'a', 'whisper', 'of', 'sweet', 'candied', 'violet']","Piedra Candela, Chiriqui Province, far western Panama",40.00/8 ounces,Light,PT's Coffee Roasting,"Topeka, Kansas",5.0
1405,Blue Label La Esmeralda Porton Pascua Gesha,95,9.0,9,9,9,"['richly', 'sweet', 'crisply', 'complex', 'spice-toned', 'lilac', 'bergamot', 'white', 'peach', 'caramelized', 'walnut', 'sandalwood', 'in', 'aroma', 'and', 'cup', 'delicate', 'sweetly', 'tart', 'juicy', 'in', 'structure;', 'crisp', 'satiny', 'mouthfeel', 'the', 'quietly', 'resonant', 'finish', 'is', 'flavor-saturated:', 'stonefruit', 'and', 'bergamot', 'carry', 'the', 'short', 'and', 'sandalwood-nuanced', 'lilac', 'notes', 'resurface', 'in', 'the', 'long']","Boquete growing region, western Panama",60.00/8 ounces,Medium-Light,PT's Coffee Roasting,"Topeka, Kansas",7.5
1406,Gaitania Colombia,91,7.0,9,8,9,"['crisply', 'sweet', 'high-toned', 'maple', 'syrup', 'narcissus', 'ripe', 'orange', 'hazelnut', 'a', 'hint', 'of', 'cardamom', 'in', 'aroma', 'and', 'cup', 'gently', 'sweet-tart', 'structure;', 'velvety', 'mouthfeel', 'the', 'short', 'finish', 'leads', 'with', 'attractive', 'bittersweet', 'orange', 'tones;', 'narcissus', 'and', 'cardamom', 'carry', 'the', 'long']","Southern Tolima Department, west-central Colombia",15.75/12 ounces,Light,JBC Coffee Roasters,"Madison, Wisconsin",1.3125
1407,Ulos Batak Sumatra,96,9.0,9,9,10,"['intensely', 'rich', 'deeply', 'sweet', 'complex', 'chocolate', 'fudge', 'lavender', 'grapefruit', 'zest', 'moist', 'perique-style', 'tobacco', 'coconut-covered', 'date', 'in', 'aroma', 'and', 'cup', 'balanced', 'sweetly', 'savory', 'in', 'structure', 'with', 'lively', 'acidity;', 'buoyant', 'syrupy', 'mouthfeel', 'the', 'flavor-laden', 'finish', 'offers', 'chocolate-toned', 'spicy', 'florals', 'in', 'the', 'short', 'resolving', 'to', 'rich', 'date', 'notes', 'with', 'undertones', 'of', 'perique', 'tobacco', 'in', 'the', 'long']","Northern Sumatra, Indonesia",18.95/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.5791666666666666
1408,Thailand Doi Pangkhon Espresso,91,8.0,8,8,9,"['evaluated', 'as', 'espresso', 'sweetly', 'bright', 'tartly', 'juicy', 'grapefruit', 'zest', 'mango', 'chocolate', 'fresh-cut', 'fir', 'in', 'aroma', 'and', 'small', 'cup', 'very', 'lightly', 'syrupy', 'and', 'lively', 'in', 'mouthfeel', 'rounds', 'in', 'the', 'finish', 'and', 'the', 'chocolate', 'comes', 'forward', 'in', 'three', 'parts', 'milk', 'a', 'dry', 'orangy', 'chocolate', 'dominates', 'crisply', 'and', 'pleasingly', '', '']","Doi Pangkhon growing region, northern Thailand",16.95/12 ounces,Medium,Paradise Roasters,"Ramsey, Minnesota",1.4125
1409,Espresso Classico,93,8.0,8,9,9,"['evaluated', 'as', 'espresso', 'sweetly', 'and', 'crisply', 'pungent', 'dark', 'chocolate', 'gently', 'scorched', 'cedar', 'ripe', 'plum', 'floral', 'vanilla', 'a', 'hint', 'of', 'port', 'wine', 'in', 'aroma', 'and', 'small', 'cup', 'full', 'syrupy', 'mouthfeel', 'dark', 'chocolate', 'dominates', 'in', 'a', 'roundly', 'drying', 'finish', 'fills', 'out', 'three', 'parts', 'milk', 'with', 'depth', 'and', 'authority:', 'vanilla', 'chocolate', 'continuing', 'hint', 'of', 'port', 'wine', '', '']",Not disclosed,12.95/12 ounces,Medium,Paradise Roasters,"Ramsey, Minnesota",1.0791666666666666
1410,Kenya Karinga,92,7.0,9,9,9,"['sweetly', 'tart', 'intense', 'but', 'balanced', 'orange', 'zest', 'red', 'currant', 'tea', 'rose', 'white', 'sage', 'roasted', 'cashew', 'in', 'aroma', 'and', 'cup', 'brisk', 'and', 'savory-edged', 'but', 'sweet', 'in', 'structure;', 'impressively', 'buoyant', 'almost', 'effervescent', 'mouthfeel', 'flavor', 'fades', 'to', 'hints', 'of', 'sage', 'and', 'cashew', 'in', 'a', 'sweet', 'though', 'drying', 'finish', '', '']","Gatundu, Thika Province, central Kenya",19.95/8 ounces,Medium-Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida",2.49375
1411,Ethiopia Agakiso,93,8.0,9,9,9,"['sweetly', 'pungent', 'floral-toned', 'rhododendron', 'fine', 'musk', 'black', 'cherry', 'sandalwood', 'roasted', 'cacao', 'nib', 'in', 'aroma', 'and', 'cup', 'balanced', 'bittersweet', 'structure;', 'velvety-smooth', 'mouthfeel', 'the', 'finish', 'consolidates', 'to', 'cocoa-toned', 'florals', 'in', 'the', 'short', 'and', 'sweet', 'aromatic', 'wood', 'notes', 'in', 'the', 'long']","Guji Zone, southern Ethiopia",35.00/100 grams,Light,Black Coffee in Black Jar,"Taichung, Taiwan",9.922333642154156
1412,Estate Medium Roast,93,9.0,9,8,9,"['deeply', 'sweet', 'delicately', 'zesty', 'complexly', 'fruit-', 'and', 'floral-toned', 'peach', 'grapefruit', 'zest', 'alyssum-like', 'flowers', 'dark', 'chocolate', 'cinnamon', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'in', 'structure', 'with', 'a', 'deepening', 'savory-bitter', 'edge', 'light', 'satiny', 'mouthfeel;', 'flavor', 'saturates', 'a', 'deep', 'richly', 'floral', 'and', 'chocolate-toned', 'finish']","Ka'u growing region, Big Island of Hawaii",29.48/8 ounces,Medium-Light,Ka'u Specialty Coffee,"Pahala, Hawaii",3.685
1413,Jade Espresso,94,8.0,9,9,9,"['evaluated', 'as', 'espresso', 'richly', 'and', 'deeply', 'pungent', 'dark', 'chocolate', 'cedar', 'orange', 'zest', 'floral-toned', 'vanilla', 'fresh', 'pipe', 'tobacco', 'in', 'aroma', 'and', 'small', 'cup', 'syrupy', 'but', 'lively', 'mouthfeel;', 'dark', 'chocolate', 'cedar', 'orange', 'carry', 'into', 'a', 'resonant', 'finish', 'the', 'dark', 'chocolate', 'turns', 'crisp', 'and', 'malty', 'in', 'three', 'parts', 'milk', '']",Brazil and four other origins,14.00/12 ounces,Medium-Light,Magnolia Coffee,"Charlotte, North Carolina",1.1666666666666667
1414,Costa Rica Sonora Estate Venecia Natural,91,8.0,8,8,9,"['rich', 'roundly', 'sweet-tart', 'peach', 'fresh-cut', 'fir', 'baker’s', 'chocolate', 'magnolia', 'brown', 'sugar', 'in', 'aroma', 'and', 'cup', 'bittersweet', 'in', 'structure;', 'crisp', 'velvety', 'mouthfeel', 'baker’s', 'chocolate', 'and', 'stone', 'fruit', 'carry', 'the', 'quietly', 'resonant', 'short', 'finish', 'fresh-cut', 'fir', 'and', 'deep', 'florals', 'prevail', 'in', 'the', 'long']","Central Valley, Costa Rica",20.50/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California",1.7083333333333333
1415,Ethiopia Reko Estate Yirgacheffe,92,9.0,9,8,9,"['deep', 'intense', 'sweetly', 'perfumy', 'savory-edged', 'dark', 'chocolate', 'vanilla', 'dried', 'mango', 'sandalwood', 'a', 'hint', 'of', 'dried', 'mint', 'in', 'aroma', 'and', 'cup', 'very', 'sweet', 'though', 'also', 'rather', 'drying', 'and', 'tannic', 'in', 'structure;', 'satiny', 'mouthfeel', 'resonant', 'flavor-saturated', 'finish', 'sweet', 'yet', 'spicy', 'particularly', 'impressive', 'in', 'the', 'long']","Yirgacheffe growing region, southern Ethiopia",19.00/12 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California",1.5833333333333333
1416,Panama Finca Hartmann Geisha Natural,95,9.0,9,9,9,"['delicate', 'deeply', 'sweet', 'complexly', 'layered', 'passionfruit', 'roasted', 'cacao', 'nib', 'frankincense', 'lilac', 'almond', 'in', 'aroma', 'and', 'cup', 'balanced', 'sweet-tart', 'structure', 'with', 'juicy', 'acidity;', 'crisp', 'satiny', 'mouthfeel', 'the', 'richly', 'cocoa-toned', 'finish', 'is', 'redolent', 'of', 'tropical', 'fruit', 'and', 'fragrant', 'aromatic', 'wood']","Chiriqui Province, far western Panama",54.00/8 ounces,Light,Temple Coffee and Tea,"Sacramento, California",6.75
1417,Panama Auromar Estate Geisha Peaberry,95,8.0,10,9,9,"['resonantly', 'bright', 'floral-toned', 'jasmine', 'frankincense', 'cardamom', 'toffee', 'apricot', 'in', 'aroma', 'and', 'cup', 'balanced', 'sweetly', 'tart', 'structure', 'with', 'juicy', 'acidity;', 'crisp', 'velvety', 'mouthfeel', 'the', 'deep', 'flavor-saturated', 'finish', 'leads', 'with', 'caramel-toned', 'apricot', 'in', 'the', 'short', 'with', 'rich', 'florals', 'resurfacing', 'in', 'the', 'long', '']","Piedra Candela, Chiriqui Province, far western Panama",51.00/8 ounces,Medium-Light,Bird Rock Coffee Roasters,"San Diego, California",6.375
1418,Guatemala Acatenango Gesha Lot #209,93,8.0,9,9,9,"['crisp', 'elegantly', 'sweet-savory', 'baker’s', 'chocolate', 'lemon', 'blossom', 'fine', 'musk', 'dried', 'peach', 'almond', 'in', 'aroma', 'and', 'cup', 'balanced', 'sweetly', 'tart', 'in', 'structure;', 'delicate', 'satiny', 'mouthfeel', 'the', 'richly', 'drying', 'finish', 'consolidates', 'to', 'chocolate-toned', 'stone', 'fruit', 'with', 'a', 'hint', 'of', 'fine', 'musk']","Acatenango growing region, central Guatemala",35.00/100 grams,Light,Black Coffee in Black Jar,"Taichung, Taiwan",9.922333642154156
1419,Colombia David Gomez 100% Caturra,92,8.0,8,8,9,"['crisply', 'sweet', 'spice-toned', 'dried', 'papaya', 'caramel', 'tangerine', 'zest', 'pink-peppercorn', 'vanilla', 'in', 'aroma', 'and', 'cup', 'high-toned', 'sweetly', 'tart', 'in', 'structure', 'with', 'juicy', 'bright', 'acidity;', 'lean', 'though', 'satiny-smooth', 'mouthfeel', 'the', 'resonant', 'richly', 'drying', 'finish', 'is', 'laden', 'with', 'sweet', 'notes', 'of', 'caramel', 'and', 'papaya', 'in', 'the', 'short', 'turning', 'more', 'savory-leaning', 'in', 'the', 'long', 'with', 'hints', 'of', 'pink', 'peppercorn', 'wrapped', 'in', 'vanilla', '']","Huila Department, southern Colombia",17.00/12 ounces,Light,Manzanita Roasting Company,"San Diego, California",1.4166666666666667
1420,Ethiopia Banko Gotiti,94,8.0,9,9,9,"['resonantly', 'fruit-forward', 'elegant', 'complex', 'honey', 'dried', 'raspberry', 'chocolate', 'truffle', 'aged', 'rum', 'a', 'hint', 'of', 'marjoram', 'in', 'aroma', 'and', 'cup', 'juicy', 'rich', 'structure', 'with', 'bright', 'vibrant', 'acidity;', 'full', 'satiny', 'mouthfeel', 'a', 'suggestion', 'of', 'sweet', 'marjoram', 'complicates', 'the', 'rich', 'flavor-saturated', 'finish', 'which', 'leads', 'with', 'honey', 'and', 'raspberry', 'notes', 'in', 'the', 'short', 'rounding', 'to', 'chocolate', 'and', 'aged', 'rum', 'in', 'the', 'long']","Kochere, Yirgacheffe growing region, south-central Ethiopia",16.99/12 ounces,Light,Red Rooster Coffee Roaster,"Floyd, Virginia",1.4158333333333333
1421,Ethiopia Dry-Processed Guji Mt. Kayon,95,9.0,9,9,9,"['complex', 'fruit-forward', 'ripe', 'strawberry', 'dark', 'chocolate', 'frankincense', 'pink', 'peppercorn', 'aged', 'rum', 'in', 'aroma', 'and', 'cup', 'bittersweet', 'structure', 'animated', 'by', 'a', 'bright', 'juicy', 'acidity;', 'delicately', 'lively', 'smooth', 'mouthfeel', 'the', 'resonant', 'finish', 'is', 'flavor-saturated', 'leading', 'with', 'berry', 'notes', 'with', 'a', 'hint', 'of', 'sweet', 'ferment', 'in', 'the', 'short', 'rounding', 'to', 'spice-toned', 'chocolate', 'in', 'the', 'long']","Guji Zone, Oromia Region, south-central Ethiopia",35.00/100 grams,Medium-Light,Black Coffee in Black Jar,"Taichung, Taiwan",9.922333642154156
1422,Estate Carbonic Maceration,90,8.0,8,8,8,"['gently', 'bittersweet', 'deeply', 'floral-toned', 'baker’s', 'chocolate', 'aromatic', 'orchid', 'hazelnut', 'oak', 'in', 'aroma', 'and', 'cup', 'low-toned', 'crisply', 'bittersweet', 'in', 'structure', 'mouthfeel', 'is', 'light', 'though', 'silky', 'the', 'finish', 'consolidates', 'to', 'a', 'rich', 'oaky', 'chocolate', '', '', '']","Ka'u growing region, Big Island of Hawaii",29.48/8 ounces,Medium-Light,Ka'u Specialty Coffee,"Pahala, Hawaii",3.685
1423,Gedeb Ethiopia,95,9.0,9,9,9,"['deeply', 'sweet', 'intensely', 'pungent', 'dark', 'chocolate', 'tangerine', 'zest', 'star', 'jasmine', 'maple', 'syrup', 'frankincense', 'in', 'aroma', 'and', 'cup', 'deeply', 'sweet-toned', 'in', 'structure', 'with', 'lively', 'bright', 'acidity;', 'satiny', 'mouthfeel', 'the', 'finish', 'is', 'as', 'elegant', 'as', 'the', 'cup', 'implies:', 'flavor-saturated', 'floral-', 'chocolate-', 'and', 'fruit-toned', 'in', 'both', 'short', 'and', 'long\n']","Gedeb District, Gedeo Zone, southern Ethiopia",18.75/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.5625
1424,Bufcafe Rwanda,93,9.0,9,9,7,"['deeply', 'sweet', 'richly', 'savory', 'dried', 'apricot', 'roasted', 'cacao', 'nib', 'freesia', 'almond', 'tamarind', 'in', 'aroma', 'and', 'cup', 'balanced', 'sweet-savory', 'structure;', 'syrupy-smooth', 'mouthfeel', 'the', 'finish', 'leads', 'with', 'notes', 'of', 'dried', 'stone', 'fruit', 'and', 'spicy', 'florals', 'in', 'the', 'short', 'rounding', 'to', 'almond', 'and', 'cocoa', 'in', 'the', 'long', 'with', 'a', 'hint', 'of', 'tamarind-like', 'sweet-tartness']","Nyamagabe District, Southern Province, Rwanda",17.25/12 ounces,Light,JBC Coffee Roasters,"Madison, Wisconsin",1.4375
1425,Bufcafe Rwanda Espresso,93,7.0,9,9,9,"['evaluated', 'as', 'espresso', 'delicate', 'crisply', 'sweet-savory', 'tamarind', 'baker’s', 'chocolate', 'rhododendron', 'mulberry', 'oak', 'in', 'aroma', 'and', 'small', 'cup', 'confident', 'satiny-smooth', 'mouthfeel;', 'richly', 'drying', 'finish', 'redolent', 'of', 'chocolate-toned', 'aromatic', 'oak', 'in', 'three', 'parts', 'milk', 'chocolate', 'and', 'sweet', 'floral', 'notes', 'merge', 'and', 'bloom', 'and', 'a', 'pretty', 'hint', 'of', 'tangerine', 'zest', 'also', 'surfaces', '\n']","Nyamagabe district, Southern Province, Rwanda",17.25/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.4375
1426,Kenya Gatugi AB,94,8.0,9,9,9,"['deep-toned', 'richly', 'sweet-savory', 'bergamot', 'butterscotch', 'red', 'currant', 'dried', 'hibiscus', 'almond', 'wood', 'in', 'aroma', 'and', 'cup', 'intricate', 'complex', 'balanced', 'structure;', 'delicate', 'silky', 'mouthfeel', 'the', 'finish', 'rich', 'long', 'and', 'deeply', 'sweet', 'consolidates', 'to', 'bergamot', 'and', 'butterscotch']",Kenya Gatugi AB,35.00/100 grams,Medium-Light,Black Coffee in Black Jar,"Taichung, Taiwan",9.922333642154156
1427,Honduras David Mancia,90,8.0,8,8,8,"['high-toned', 'crisply', 'sweet', 'roasted', 'cacao', 'nib', 'apricot', 'freesia', 'oak', 'toffee', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'in', 'structure', 'with', 'brisk', 'juicy', 'acidty;', 'silky', 'mouthfeel', 'the', 'finish', 'centers', 'around', 'cocoa-toned', 'stone', 'fruit', 'with', 'hints', 'of', 'spicy', 'floral', 'notes']","Santa Barbara Department, Honduras",15.00/250 grams,Light,Coava Coffee Roasters,"Portland, Oregon",1.7009714815121408
1428,Ethiopia Yirgacheffe,90,8.0,8,8,8,"['richly', 'sweet', 'chocolate-toned', 'molasses', 'baker’s', 'chocolate', 'lily', 'cedar', 'black', 'peppercorn', 'in', 'aroma', 'and', 'cup', 'bittersweet', 'structure', 'with', 'round', 'gentle', 'acidity;', 'velvety-smooth', 'mouthfeel', 'the', 'finish', 'is', 'thoroughly', 'chocolate-toned', 'leading', 'with', 'baker’s', 'chocolate', 'in', 'the', 'short', 'complicated', 'by', 'deep', 'florals', 'and', 'aromatic', 'wood', 'rounding', 'to', 'cocoa', 'powder', 'and', 'molasses', 'in', 'the', 'long']","Yirgacheffe growing region, southern Ethiopia",13.99/12 ounces,Medium,Mystic Monk Coffee,"Clark, Wyoming",1.1658333333333333
1429,Rwanda Remera Kabeza,93,8.0,8,9,9,"['roundly', 'and', 'sweetly', 'citrusy', 'ripe', 'tangerine', 'caramel', 'freesia-like', 'flowers', 'cedar', 'a', 'hint', 'perhaps', 'of', 'fresh', 'parsley-like', 'herb', 'in', 'aroma', 'and', 'cup', 'sweetly', 'and', 'gently', 'tart', 'pure', 'and', 'juicy', 'in', 'structure', 'very', 'smooth', 'fullish', 'satiny', 'mouthfeel', 'flavor', 'consolidates', 'in', 'a', 'layered', 'resonant', 'finish', '']","Gikongoro Prefecture, south-central Rwanda",16.95/12 ounces,Medium,Durango Coffee Company,"Durango, Colorado",1.4125
1430,Gaitania Colombia,93,8.0,9,9,9,"['big', 'round', 'deeply', 'resonant', 'layered', 'fresh-cut', 'cedar', 'baker’s', 'chocolate', 'autumn', 'squash', 'a', 'hint', 'of', 'thyme', 'in', 'aroma', 'and', 'cup', 'sweet-savory', 'low-toned', 'in', 'structure;', 'full', 'syrupy', 'in', 'mouthfeel', 'in', 'the', 'finish', 'most', 'flavor', 'details', 'fade', 'but', 'a', 'powerful', 'chocolate-complicated', 'sweetness', 'rings', 'on']","Gaitania, Tolima Department, west-central Colombia",15.75/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.3125
1431,Guatemala Retiro Natural Process,94,9.0,9,8,9,"['delicate', 'but', 'deeply', 'and', 'quietly', 'intense', 'cocoa', 'peach', 'fresh-cut', 'fir', 'brown', 'sugar', 'a', 'hint', 'of', 'lush', 'lily-like', 'flowers', 'in', 'aroma', 'and', 'cup', 'balanced', 'crisply', 'sweet', 'in', 'structure;', 'light-footed', 'and', 'lively', 'in', 'mouthfeel', 'cocoa', 'dominates', 'in', 'a', 'resonant', 'flavor-saturated', 'finish', '']","San Martin Jilotepeque, Chimaltenango Department, central Guatemala",15.75/12 ounces,Medium-Light,Durango Coffee Company,"Durango, Colorado",1.3125
1432,Naturals With Attitude,93,8.0,9,9,9,"['fruit-driven', 'intensely', 'sweet', 'bergamot', 'mango', 'sandalwood', 'baker’s', 'chocolate', 'citrus', 'blossom', 'in', 'aroma', 'and', 'cup', 'richly', 'sweet', 'structure', 'with', 'rounded', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'finish', 'sustains', 'the', 'fruit-forward', 'momentum', 'of', 'the', 'cup', 'backed', 'by', 'incense-like', 'notes', 'of', 'sandalwood', 'and', 'a', 'crisp', 'baker’s', 'chocolate']",Panama; Ethiopia,32.00/8 ounces,Medium-Light,Temple Coffee and Tea,"Sacramento, California",4.0
1433,Dead Reckoning,93,8.0,9,8,9,"['high-toned', 'brightly', 'sweet', 'honeysuckle', 'spearmint', 'pomegranate', 'cedar', 'baker’s', 'chocolate', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'buoyant', 'acidity;', 'delicate', 'silky', 'mouthfeel', 'sweet', 'notes', 'of', 'honeysuckle', 'characterize', 'the', 'short', 'finish', 'while', 'chocolate-toned', 'tart', 'fruit', 'with', 'a', 'hint', 'of', 'spearmint', 'carries', 'the', 'long']",Guatemala; El Salvador; Ethiopia,17.00/12 ounces,Medium-Light,Corvus Coffee Roasters,"Denver, Colorado",1.4166666666666667
1434,Canoe Blend,94,8.0,9,9,9,"['deeply', 'and', 'richly', 'sweet', 'complex', 'layered', 'apricot', 'dark', 'chocolate', 'nut-toned', 'toffee', 'sandalwood', 'fresh', 'humus', '(forest', 'floor)sweet-savory', 'structure', 'with', 'lively', 'juicy', 'acidity;', 'velvety-smooth', 'mouthfeel', 'the', 'flavor-saturated', 'finish', 'is', 'resonant', 'with', 'notes', 'of', 'stone', 'fruit', 'and', 'sandalwood', 'in', 'the', 'short', 'and', 'earth-toned', 'toffee', 'in', 'the', 'long']",Central America; South America; Indonesia,14.00/12 ounces,Medium-Light,Water Avenue Coffee,"Portland, Oregon",1.1666666666666667
1435,Costa Coast Blend,92,8.0,8,9,9,"['floral-toned', 'crisp', 'deeply', 'sweet', 'dried', 'strawberry', 'freesia', 'toffee', 'hazelnut', 'butter', 'fresh-cut', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure;', 'syrupy', 'almost', 'creamy', 'body', 'notes', 'of', 'freesia-like', 'flowers', 'and', 'hazelnut', 'butter', 'dominate', 'in', 'the', 'short', 'finish', 'while', 'sweetly', 'wood-framed', 'toffee', 'tones', 'carry', 'the', 'long']",Costa Rica; Ethiopia,21.00/16 ounces,Medium-Light,Roast House,"Spokane, Washington",1.3125
