,0
5611,leading
5612,notes
5613,pomegranate
5614,almond
5615,crisply
5616,chocolaty
5617,floral
5618,finish
5619,chocolaty
5620,rich
5621,dark
5622,chocolate
5623,black
5624,cherry
5625,amber
5626,pink
5627,grapefruit
5628,zest
5629,magnolia
5630,aroma
5631,cup
5632,crisply
5633,bright
5634,structure
5635,vibrant
5636,acidity
5637,velvety
5638,smooth
5639,mouthfeel
5640,chocolaty
5641,finish
5642,pleasingly
5643,complicated
5644,notes
5645,black
5646,cherry
5647,sweetly
5648,tart
5649,high
5650,black
5651,cherry
5652,amber
5653,lemon
5654,verbena
5655,hint
5656,wine
5657,barrel
5658,cocoa
5659,nib
5660,aroma
5661,cup
5662,juicy
5663,bright
5664,structure
5665,vibrant
5666,acidity
5667,velvety
5668,smooth
5669,mouthfeel
5670,fruit
5671,sweetly
5672,gently
5673,fermenty
5674,finish
5675,complex
5676,multi
5677,layered
5678,richly
5679,aromatic
5680,blood
5681,orange
5682,wisteria
5683,black
5684,sage
5685,dried
5686,apricot
5687,caramelized
5688,walnut
5689,aroma
5690,cup
5691,sweetly
5692,bright
5693,structure
5694,vibrant
5695,balanced
5696,acidity
5697,lively
5698,silky
5699,smooth
5700,mouthfeel
5701,resonant
5702,finish
5703,centers
5704,around
5705,notes
5706,dried
5707,apricot
5708,black
5709,sage
5710,richly
5711,sweet
5712,delicately
5713,spice
5714,baking
5715,chocolate
5716,date
5717,brown
5718,sugar
5719,nutmeg
5720,fresh
5721,cut
5722,oak
5723,aroma
5724,cup
5725,sweet
5726,structure
5727,brisk
5728,acidity
5729,smooth
5730,silky
5731,mouthfeel
5732,finish
5733,consolidates
5734,notes
5735,baking
5736,chocolate
5737,nutmeg
5738,spice
5739,deeply
5740,chocolaty
5741,dark
5742,chocolate
5743,baking
5744,spices
5745,cashew
5746,butter
5747,lily
5748,molasses
5749,aroma
5750,cup
5751,crisply
5752,sweet
5753,gentle
5754,round
5755,acidity
5756,plush
5757,creamy
5758,mouthfeel
5759,quiet
5760,nutty
5761,finish
5762,supported
5763,notes
5764,baking
5765,spices
5766,complex
5767,nuanced
5768,high
5769,wild
5770,raspberry
5771,honeysuckle
5772,cocoa
5773,nib
5774,tangerine
5775,zest
5776,honey
5777,aroma
5778,cup
5779,sweetly
5780,tart
5781,juicy
5782,bright
5783,acidity
5784,full
5785,satiny
5786,smooth
5787,mouthfeel
5788,inviting
5789,finish
5790,leads
5791,notes
5792,cocoa
5793,nib
5794,honey
5795,richly
5796,fruit
5797,spice
5798,dried
5799,elderberry
5800,clove
5801,agave
5802,syrup
5803,marjoram
5804,sandalwood
5805,aroma
5806,cup
5807,sweet
5808,savory
5809,structure
5810,vibrant
5811,acidity
5812,syrupy
5813,smooth
5814,mouthfeel
5815,resonant
5816,finish
5817,leads
5818,notes
5819,elderberry
5820,sandalwood
5821,richly
5822,sweet
5823,savory
5824,fruit
5825,forward
5826,juicy
5827,dried
5828,pineapple
5829,dark
5830,chocolate
5831,wine
5832,barrel
5833,magnolia
5834,hop
5835,flowers
5836,aroma
5837,cup
5838,richly
5839,sweet
5840,savory
5841,structure
5842,high
5843,acidity
5844,plush
5845,viscous
5846,mouthfeel
5847,fruit
5848,driven
5849,finish
5850,complicated
5851,notes
5852,wine
5853,barrel
5854,magnolia
5855,evaluated
5856,espresso
5857,richly
5858,chocolaty
5859,sweetly
5860,nutty
5861,subtly
5862,fruity
5863,nutella
5864,dried
5865,red
5866,currant
5867,magnolia
5868,pink
5869,grapefruit
5870,zest
5871,rosewood
5872,aroma
5873,small
5874,cup
5875,crisp
5876,syrupy
5877,mouthfeel
5878,dessert
5879,finish
5880,centers
5881,around
5882,notes
5883,nutella
5884,magnolia
5885,three
5886,parts
5887,milk
5888,plush
5889,flavor
5890,saturated
5891,lingering
5892,evaluated
5893,espresso
5894,winey
5895,musky
5896,richly
5897,chocolaty
5898,dark
5899,chocolate
5900,red
5901,wine
5902,barrel
5903,musk
5904,black
5905,sage
5906,toasted
5907,walnut
5908,aroma
5909,small
5910,cup
5911,full
5912,syrupy
5913,mouthfeel
5914,winey
5915,chocolaty
5916,finish
5917,cappuccino
5918,format
5919,deeply
5920,aromatic
5921,perfumed
5922,musk
5923,florals
5924,supported
5925,rich
5926,chocolate
5927,notes
5928,evaluated
5929,espresso
5930,brightly
5931,fruit
5932,deeply
5933,chocolaty
5934,savory
5935,undertones
5936,rambutan
5937,sandalwood
5938,kumquat
5939,dark
5940,chocolate
5941,freesia
5942,aroma
5943,small
5944,cup
5945,crisp
5946,satiny
5947,mouthfeel
5948,especially
5949,long
5950,flavor
5951,laden
5952,finish
5953,three
5954,parts
5955,milk
5956,sandalwood
5957,notes
5958,frame
5959,dark
5960,chocolate
5961,tropical
5962,fruit
5963,throughlines
5964,evaluated
5965,espresso
5966,aromatically
5967,intense
5968,sweet
5969,tart
5970,savory
5971,concord
5972,grape
5973,lychee
5974,dark
5975,chocolate
5976,aloewood
5977,oregano
5978,aroma
5979,cup
5980,creamy
5981,smooth
5982,mouthfeel
5983,savory
5984,herbaceous
5985,chocolaty
5986,finish
5987,three
5988,parts
5989,milk
5990,savory
5991,notes
5992,usurp
5993,sweet
5994,inviting
5995,aloewood
5996,oregano
5997,notes
5998,supported
5999,dark
6000,chocolate
6001,lychee
6002,undertones
6003,berry
6004,driven
6005,complexly
6006,sweet
6007,savory
6008,mulberry
6009,praline
6010,cocoa
6011,nib
6012,lilac
6013,tangerine
6014,zest
6015,aroma
6016,cup
6017,brightly
6018,sweet
6019,savory
6020,structure
6021,juicy
6022,vibrant
6023,acidity
6024,full
6025,syrupy
6026,smooth
6027,mouthfeel
6028,resonant
6029,lingering
6030,berry
6031,finish
6032,chocolaty
6033,floral
6034,fruit
6035,sweetly
6036,herbaceous
6037,goji
6038,berry
6039,lemon
6040,verbena
6041,cedar
6042,baking
6043,chocolate
6044,malt
6045,aroma
6046,cup
6047,sweet
6048,gentle
6049,acidity
6050,full
6051,syrupy
6052,mouthfeel
6053,quietly
6054,chocolaty
6055,finish
6056,citrus
6057,undertones
6058,sweetly
6059,pungent
6060,savory
6061,undertones
6062,lychee
6063,marjoram
6064,cocoa
6065,nib
6066,freesia
6067,flowers
6068,roasted
6069,almond
6070,aroma
6071,cup
6072,crisply
6073,sweet
6074,structure
6075,juicy
6076,acidity
6077,smooth
6078,satiny
6079,mouthfeel
6080,nutty
6081,sweetly
6082,herbaceous
6083,finish
6084,high
6085,delicate
6086,confident
6087,star
6088,jasmine
6089,cocoa
6090,nib
6091,blood
6092,orange
6093,black
6094,sage
6095,sandalwood
6096,aroma
6097,cup
6098,sweet
6099,structure
6100,poised
6101,elegantly
6102,bright
6103,acidity
6104,smooth
6105,silky
6106,mouthfeel
6107,sandalwood
6108,notes
6109,contribute
6110,resonance
6111,floral
6112,finish
6113,sweetly
6114,tart
6115,juicy
6116,vibrant
6117,pink
6118,grapefruit
6119,nectarine
6120,cocoa
6121,nib
6122,lavender
6123,cedar
6124,aroma
6125,cup
6126,high
6127,structure
6128,sweet
6129,lively
6130,acidity
6131,full
6132,syrupy
6133,mouthfeel
6134,resonant
6135,finish
6136,consolidates
6137,notes
6138,cocoa
6139,fruit
6140,supported
6141,cedar
6142,fruit
6143,forward
6144,elegantly
6145,bright
6146,lychee
6147,passionfruit
6148,cashew
6149,butter
6150,sandalwood
6151,bergamot
6152,aroma
6153,cup
6154,sweetly
6155,tart
6156,vibrant
6157,acidity
6158,crisp
6159,syrupy
6160,mouthfeel
6161,fruit
6162,finish
6163,undertones
6164,cashew
6165,butter
6166,sandalwood
6167,juicy
6168,balanced
6169,bright
6170,bing
6171,cherry
6172,wisteria
6173,cocoa
6174,nib
6175,blood
6176,orange
6177,marjoram
6178,aroma
6179,cup
6180,sweetly
6181,tart
6182,citrusy
6183,acidity
6184,plush
6185,syrupy
6186,mouthfeel
6187,crisply
6188,sweet
6189,finish
6190,centers
6191,around
6192,notes
6193,cherry
6194,cocoa
6195,nib
6196,richly
6197,sweet
6198,high
6199,mulberry
6200,dark
6201,chocolate
6202,agave
6203,syrup
6204,lemon
6205,verbena
6206,cedar
6207,aroma
6208,cup
6209,sweet
6210,structure
6211,juicy
6212,bright
6213,acidity
6214,full
6215,syrupy
6216,mouthfeel
6217,resonant
6218,long
6219,flavor
6220,saturated
6221,finish
6222,sweetly
6223,savory
6224,fruit
6225,driven
6226,candy
6227,apple
6228,lime
6229,zest
6230,baking
6231,chocolate
6232,cedar
6233,narcissus
6234,aroma
6235,cup
6236,bittersweet
6237,structure
6238,brisk
6239,acidity
6240,crisp
6241,satiny
6242,mouthfeel
6243,finish
6244,consolidates
6245,notes
6246,chocolate
6247,citrus
6248,fruity
6249,spice
6250,sweetly
6251,fermenty
6252,cherry
6253,liqueur
6254,tiramisu
6255,gardenia
6256,tangerine
6257,zest
6258,sage
6259,aroma
6260,cup
6261,richly
6262,sweet
6263,structure
6264,winey
6265,acidity
6266,plush
6267,creamy
6268,mouthfeel
6269,resonant
6270,finish
6271,driven
6272,notes
6273,cherry
6274,liqueur
6275,gardenia
6276,undertones
6277,sage
6278,delicately
6279,fruit
6280,sweetly
6281,herbaceous
6282,passion
6283,fruit
6284,lemon
6285,balm
6286,cocoa
6287,nib
6288,narcissus
6289,sandalwood
6290,aroma
6291,cup
6292,bright
6293,balanced
6294,structure
6295,sweet
6296,malic
6297,acidity
6298,full
6299,syrupy
6300,smooth
6301,mouthfeel
6302,finish
6303,consolidates
6304,notes
6305,cocoa
6306,nib
6307,lemon
6308,balm
6309,vibrantly
6310,fruit
6311,intensely
6312,sweet
6313,tart
6314,mango
6315,cocoa
6316,nib
6317,agave
6318,syrup
6319,lemon
6320,thyme
6321,magnolia
6322,aroma
6323,cup
6324,sweet
6325,tart
6326,structure
6327,perky
6328,acidity
6329,plush
6330,syrupy
6331,mouthfeel
6332,crisp
6333,fruit
6334,forward
6335,finish
6336,undertones
6337,agave
6338,syrup
6339,lemon
6340,thyme
6341,balanced
6342,sweetly
6343,savory
6344,wisteria
6345,black
6346,currant
6347,lime
6348,zest
6349,tamarind
6350,cedar
6351,aroma
6352,cup
6353,sweet
6354,savory
6355,structure
6356,bight
6357,juicy
6358,acidity
6359,full
6360,syrupy
6361,smooth
6362,mouthfeel
6363,finish
6364,leads
6365,notes
6366,tamarind
6367,supported
6368,lime
6369,zest
6370,cedar
6371,citrusy
6372,sweet
6373,richly
6374,cocoa
6375,tangerine
6376,cocoa
6377,nib
6378,marjoram
6379,narcissus
6380,fresh
6381,cut
6382,cedar
6383,aroma
6384,cup
6385,sweetly
6386,tart
6387,structure
6388,bright
6389,balanced
6390,acidity
6391,silky
6392,smooth
6393,mouthfeel
6394,finish
6395,consolidates
6396,pretty
6397,notes
6398,cocoa
6399,nib
6400,tangerine
6401,richly
6402,aromatic
6403,chocolaty
6404,fruit
6405,driven
6406,dark
6407,chocolate
6408,fudge
6409,dried
6410,blueberry
6411,baking
6412,spices
6413,clove
6414,nutmeg
6415,cinnamon
6416,magnolia
6417,hint
6418,wine
6419,barrel
6420,aroma
6421,cup
6422,deeply
6423,sweet
6424,structure
6425,fruit
6426,acidity
6427,creamy
6428,smooth
6429,mouthfeel
6430,long
6431,resonant
6432,finish
6433,chocolate
6434,flowers
6435,fruit
6436,crisp
6437,balanced
6438,bright
6439,red
6440,currant
6441,thyme
6442,wild
6443,honey
6444,cocoa
6445,nib
6446,amber
6447,aroma
6448,cup
6449,sweetly
6450,tart
6451,crisp
6452,lively
6453,acidity
6454,viscous
6455,almost
6456,creamy
6457,mouthfeel
6458,finish
6459,sweetly
6460,herbaceous
6461,hints
6462,wild
6463,honey
6464,crisply
6465,sweet
6466,delicately
6467,tart
6468,apricot
6469,cocoa
6470,nib
6471,lavender
6472,lemon
6473,verbena
6474,cedar
6475,aroma
6476,cup
6477,sweet
6478,tart
6479,structure
6480,juicy
6481,vibrant
6482,acidity
6483,lively
6484,silky
6485,mouthfeel
6486,finish
6487,consolidates
6488,notes
6489,cocoa
6490,nib
6491,lemon
6492,verbena
6493,high
6494,juicy
6495,bright
6496,pineapple
6497,cocoa
6498,nib
6499,lemon
6500,verbena
6501,myrrh
6502,narcissus
6503,aroma
6504,cup
6505,sweet
6506,tart
6507,structure
6508,bold
6509,balanced
6510,acidity
6511,syrupy
6512,smooth
6513,mouthfeel
6514,fruit
6515,cocoa
6516,finish
6517,supported
6518,narcissus
6519,floral
6520,notes
6521,deeply
6522,richly
6523,sweet
6524,resonantly
6525,aromatic
6526,dried
6527,mango
6528,wild
6529,honey
6530,lilac
6531,pistachio
6532,tangerine
6533,zest
6534,aroma
6535,cup
6536,juicy
6537,sweet
6538,structure
6539,refined
6540,acidity
6541,lush
6542,syrupy
6543,mouthfeel
6544,finish
6545,centers
6546,around
6547,notes
6548,mango
6549,honey
6550,pistachio
6551,richly
6552,sweet
6553,floral
6554,magnolia
6555,date
6556,almond
6557,caramel
6558,fresh
6559,cut
6560,cedar
6561,aroma
6562,cup
6563,sweet
6564,structure
6565,gentle
6566,round
6567,acidity
6568,full
6569,syrupy
6570,smooth
6571,mouthfeel
6572,floral
6573,nut
6574,finish
6575,intensely
6576,fruit
6577,forward
6578,high
6579,passion
6580,fruit
6581,cocoa
6582,nib
6583,mango
6584,custard
6585,oak
6586,hint
6587,thyme
6588,aroma
6589,cup
6590,crisply
6591,tart
6592,leaning
6593,structure
6594,citrusy
6595,acidity
6596,lightly
6597,velvety
6598,mouthfeel
6599,quietly
6600,fruit
6601,driven
6602,finish
6603,lactic
6604,chocolaty
6605,sweetly
6606,tart
6607,young
6608,goat
6609,cheese
6610,dark
6611,chocolate
6612,roasted
6613,pine
6614,nut
6615,persimmon
6616,fresh
6617,cut
6618,cedar
6619,aroma
6620,cup
6621,tart
6622,sweet
6623,structure
6624,deeply
6625,tangy
6626,lactic
6627,acidity
6628,full
6629,syrupy
6630,smooth
6631,mouthfeel
6632,finish
6633,consolidates
6634,attractive
6635,chocolate
6636,kefir
6637,pungently
6638,sweet
6639,savory
6640,deep
6641,expressive
6642,dark
6643,chocolate
6644,dried
6645,mango
6646,fine
6647,musk
6648,rum
6649,barrel
6650,honeysuckle
6651,aroma
6652,cup
6653,richly
6654,sweet
6655,savory
6656,structure
6657,roundly
6658,tart
6659,acidity
6660,full
6661,creamy
6662,mouthfeel
6663,particularly
6664,musky
6665,fruit
6666,finish
6667,dark
6668,chocolate
6669,undertones
6670,juicy
6671,bright
6672,confidently
6673,fruit
6674,floral
6675,candy
6676,cap
6677,mushroom
6678,dark
6679,chocolate
6680,kefir
6681,plumeria
6682,mesquite
6683,aroma
6684,cup
6685,tangy
6686,sweet
6687,structure
6688,lactic
6689,acidity
6690,plush
6691,syrupy
6692,mouthfeel
6693,long
6694,resonant
6695,flavor
6696,saturated
6697,finish
6698,bright
6699,juicy
6700,fruit
6701,lychee
6702,plum
6703,blossom
6704,meyer
6705,lemon
6706,zest
6707,sandalwood
6708,nougat
6709,aroma
6710,cup
6711,sweetly
6712,tart
6713,structure
6714,vibrant
6715,acidity
6716,plush
6717,syrupy
6718,mouthfeel
6719,finish
6720,consolidates
6721,attractive
6722,notes
6723,lychee
6724,nougat
6725,sandalwood
6726,undertones
6727,crisply
6728,sweet
6729,complex
6730,cocoa
6731,floral
6732,cocoa
6733,nib
6734,star
6735,jasmine
6736,plum
6737,tangerine
6738,zest
6739,agave
6740,syrup
6741,aroma
6742,cup
6743,vibrantly
6744,sweet
6745,structure
6746,juicy
6747,bright
6748,acidity
6749,plush
6750,syrupy
6751,mouthfeel
6752,chocolaty
6753,finish
6754,undertones
6755,plum
6756,tangerine
6757,zest
6758,crisply
6759,sweet
6760,cocoa
6761,cocoa
6762,powder
6763,date
6764,oak
6765,magnolia
6766,hint
6767,cinnamon
6768,aroma
6769,cup
6770,sweet
6771,structure
6772,pert
6773,acidity
6774,velvety
6775,mouthfeel
6776,finish
6777,consolidates
6778,notes
6779,magnolia
6780,oak
6781,tropical
6782,fruit
6783,driven
6784,resonantly
6785,aromatic
6786,lychee
6787,guava
6788,cocoa
6789,nib
6790,freesia
6791,flowers
6792,cedar
6793,aroma
6794,cup
6795,sweet
6796,tart
6797,structure
6798,high
6799,acidity
6800,plush
6801,satiny
6802,smooth
6803,mouthfeel
6804,finish
6805,centers
6806,around
6807,notes
6808,lychee
6809,freesia
6810,cocoa
6811,undertones
6812,richly
6813,fruit
6814,sweetly
6815,fermenty
6816,raspberry
6817,coulis
6818,chocolate
6819,fudge
6820,wine
6821,barrel
6822,narcissus
6823,tangerine
6824,zest
6825,aroma
6826,cup
6827,sweetly
6828,tart
6829,vibrant
6830,juicy
6831,acidity
6832,full
6833,syrupy
6834,mouthfeel
6835,fragrant
6836,finish
6837,suggests
6838,barrel
6839,room
6840,full
6841,red
6842,wine
6843,process
6844,deep
6845,floral
6846,chocolaty
6847,dark
6848,chocolate
6849,honeysuckle
6850,tamarind
6851,mulberry
6852,fresh
6853,cut
6854,oak
6855,aroma
6856,cup
6857,sweet
6858,savory
6859,structure
6860,gentle
6861,rounded
6862,vibrant
6863,acidity
6864,syrupy
6865,viscous
6866,mouthfeel
6867,long
6868,lingering
6869,balanced
6870,flavor
6871,saturated
6872,finish
6873,chocolaty
6874,sweetly
6875,tart
6876,concord
6877,grape
6878,dark
6879,chocolate
6880,cedar
6881,lemon
6882,verbena
6883,saltwater
6884,taffy
6885,aroma
6886,cup
6887,juicy
6888,sweet
6889,structure
6890,tart
6891,leaning
6892,balanced
6893,acidity
6894,full
6895,syrupy
6896,smooth
6897,mouthfeel
6898,chocolaty
6899,fruit
6900,finish
6901,deep
6902,complex
6903,aromatically
6904,enticing
6905,red
6906,currant
6907,almond
6908,brittle
6909,hop
6910,flowers
6911,pink
6912,grapefruit
6913,zest
6914,molasses
6915,aroma
6916,cup
6917,richly
6918,bittersweet
6919,balanced
6920,structure
6921,elegant
6922,bright
6923,acidity
6924,syrupy
6925,viscous
6926,mouthfeel
6927,resonant
6928,long
6929,flavor
6930,laden
6931,finish
6932,appealing
6933,complexity
6934,deeply
6935,sweet
6936,round
6937,balanced
6938,apricot
6939,baking
6940,chocolate
6941,freesia
6942,flowers
6943,cedar
6944,maple
6945,syrup
6946,aroma
6947,cup
6948,crisply
6949,sweet
6950,structure
6951,quietly
6952,lively
6953,acidity
6954,buoyant
6955,silky
6956,mouthfeel
6957,suggestions
6958,baking
6959,chocolate
6960,maple
6961,syrup
6962,support
6963,cedar
6964,finish
6965,delicately
6966,berry
6967,savory
6968,impulses
6969,dried
6970,strawberry
6971,honey
6972,star
6973,jasmine
6974,fresh
6975,cut
6976,cedar
6977,macadamia
6978,nut
6979,aroma
6980,cup
6981,sweet
6982,savory
6983,structure
6984,vibrant
6985,lively
6986,acidity
6987,full
6988,syrupy
6989,smooth
6990,mouthfeel
6991,resonant
6992,rich
6993,finish
6994,redolent
6995,strawberry
6996,star
6997,jasmine
6998,richly
6999,sweet
7000,tart
7001,fruit
7002,driven
7003,dried
7004,apricot
7005,almond
7006,nougat
7007,clove
7008,freesia
7009,flowers
7010,lemon
7011,verbena
7012,aroma
7013,cup
7014,sweet
7015,structure
7016,complex
7017,tart
7018,savory
7019,undertones
7020,juicy
7021,bright
7022,acidity
7023,nectar
7024,mouthfeel
7025,crisp
7026,fruit
7027,forward
7028,finish
7029,centers
7030,around
7031,notes
7032,dried
7033,apricot
7034,almond
7035,nougat
7036,bright
7037,juicy
7038,high
7039,bing
7040,cherry
7041,chocolate
7042,fudge
7043,toffee
7044,hop
7045,flowers
7046,cedar
7047,aroma
7048,cup
7049,sweetly
7050,savory
7051,vibrant
7052,citrusy
7053,acidity
7054,smooth
7055,satiny
7056,mouthfeel
7057,tart
7058,leaning
7059,finish
7060,rounded
7061,sweet
7062,chocolate
7063,notes
7064,delicately
7065,sweet
7066,richly
7067,perfumy
7068,bergamot
7069,marzipan
7070,lilac
7071,apricot
7072,cocoa
7073,nib
7074,aroma
7075,cup
7076,sweetly
7077,tart
7078,structure
7079,lively
7080,juicy
7081,acidity
7082,lightly
7083,viscous
7084,silky
7085,mouthfeel
7086,finish
7087,centers
7088,around
7089,notes
7090,bergamot
7091,lily
7092,rounding
7093,cocoa
7094,nib
7095,long
7096,richly
7097,aromatic
7098,complex
7099,multi
7100,layered
7101,lychee
7102,lavender
7103,cocoa
7104,nib
7105,hazelnut
7106,butter
7107,lemon
7108,thyme
7109,aroma
7110,cup
7111,sweet
7112,savory
7113,lively
7114,juicy
7115,acidity
7116,plush
7117,syrupy
7118,mouthfeel
7119,long
7120,resonant
7121,flavor
7122,saturated
7123,finish
7124,balanced
7125,bright
7126,deep
7127,dark
7128,chocolate
7129,red
7130,plum
7131,almond
7132,butter
7133,freesia
7134,flowers
7135,oak
7136,aroma
7137,cup
7138,sweetly
7139,bright
7140,structure
7141,juicy
7142,acidity
7143,crisp
7144,satiny
7145,mouthfeel
7146,chocolaty
7147,nut
7148,finish
7149,complicated
7150,hints
7151,freesia
7152,fruit
7153,forward
7154,high
7155,pink
7156,grapefruit
7157,zest
7158,rhododendron
7159,baking
7160,chocolate
7161,agave
7162,syrup
7163,freesia
7164,aroma
7165,cup
7166,sweet
7167,structure
7168,brisk
7169,acidity
7170,full
7171,syrupy
7172,mouthfeel
7173,crisply
7174,sweet
7175,floral
7176,finish
7177,citrus
7178,undertones
7179,juicy
7180,sweet
7181,fruit
7182,driven
7183,lychee
7184,tea
7185,rose
7186,sandalwood
7187,cashew
7188,chocolate
7189,fudge
7190,aroma
7191,cup
7192,richly
7193,bittersweet
7194,structure
7195,juicy
7196,bright
7197,acidity
7198,plush
7199,syrupy
7200,mouthfeel
7201,resonant
7202,long
7203,flavor
7204,laden
7205,finish
7206,centers
7207,around
7208,notes
7209,lychee
7210,chocolate
7211,delicately
7212,richly
7213,perfumy
7214,guava
7215,cocoa
7216,nib
7217,frankincense
7218,wild
7219,honey
7220,lilac
7221,aroma
7222,cup
7223,sweet
7224,structure
7225,bright
7226,vibrant
7227,acidity
7228,silky
7229,levitating
7230,mouthfeel
7231,deeply
7232,sweet
7233,finish
7234,centers
7235,around
7236,guava
7237,cocoa
7238,nib
7239,frankincense
7240,juicy
7241,vibrant
7242,tartly
7243,floral
7244,dried
7245,hibiscus
7246,meyer
7247,lemon
7248,zest
7249,guava
7250,cocoa
7251,nib
7252,sandalwood
7253,aroma
7254,cup
7255,balanced
7256,brightly
7257,sweet
7258,tart
7259,structure
7260,high
7261,acidity
7262,silky
7263,viscous
7264,mouthfeel
7265,resonant
7266,rich
7267,flavor
7268,laden
7269,finish
7270,evaluated
7271,espresso
7272,bold
7273,sweetly
7274,roast
7275,chocolaty
7276,dark
7277,chocolate
7278,rhododendron
7279,raisin
7280,scorched
7281,oak
7282,molasses
7283,aroma
7284,small
7285,cup
7286,velvety
7287,mouthfeel
7288,gently
7289,drying
7290,roasty
7291,sweet
7292,finish
7293,dark
7294,chocolate
7295,scorched
7296,oak
7297,undertones
7298,milk
7299,shot
7300,floral
7301,chocolaty
7302,supported
7303,notes
7304,raisin
7305,molasses
7306,crisply
7307,spice
7308,molasses
7309,dried
7310,cherry
7311,clove
7312,cashew
7313,grapefruit
7314,zest
7315,aroma
7316,cup
7317,sweet
7318,structure
7319,brisk
7320,acidity
7321,lightly
7322,syrupy
7323,mouthfeel
7324,finish
7325,consolidates
7326,notes
7327,molasses
7328,clove
7329,cashew
7330,subtly
7331,complex
7332,fruit
7333,raspberry
7334,coulis
7335,freesia
7336,almond
7337,nougat
7338,cedar
7339,lemon
7340,verbena
7341,aroma
7342,cup
7343,sweet
7344,tart
7345,structure
7346,vibrant
7347,acidity
7348,crisp
7349,silky
7350,mouthfeel
7351,berry
7352,cedar
7353,finish
7354,elegantly
7355,spice
7356,floral
7357,bergamot
7358,lilac
7359,pink
7360,peppercorn
7361,caramel
7362,plum
7363,aroma
7364,cup
7365,delicately
7366,sweet
7367,savory
7368,structure
7369,lively
7370,juicy
7371,acidity
7372,syrupy
7373,smooth
7374,mouthfeel
7375,finish
7376,consolidates
7377,notes
7378,caramel
7379,plum
7380,delicately
7381,perfumed
7382,sweetly
7383,fermenty
7384,green
7385,grape
7386,rum
7387,barrel
7388,rhododendron
7389,cocoa
7390,nib
7391,oak
7392,aroma
7393,cup
7394,sweet
7395,tart
7396,structure
7397,juicy
7398,acidity
7399,syrupy
7400,smooth
7401,mouthfeel
7402,sweet
7403,ferment
7404,suggesting
7405,rum
7406,barrel
7407,animates
7408,crisply
7409,cocoa
7410,finish
7411,richly
7412,sweet
7413,floral
7414,honeysuckle
7415,raisin
7416,pistachio
7417,caramel
7418,fresh
7419,cut
7420,cedar
7421,aroma
7422,cup
7423,sweet
7424,structure
7425,gentle
7426,round
7427,acidity
7428,velvety
7429,smooth
7430,mouthfeel
7431,floral
7432,nut
7433,finish
7434,rich
7435,deeply
7436,sweet
7437,savory
7438,black
7439,cherry
7440,almond
7441,nougat
7442,hop
7443,flowers
7444,cedar
7445,marjoram
7446,aroma
7447,cup
7448,richly
7449,bittersweet
7450,structure
7451,gentle
7452,round
7453,acidity
7454,full
7455,syrupy
7456,mouthfeel
7457,finish
7458,leads
7459,bittersweet
7460,floral
7461,notes
7462,suggest
7463,hop
7464,flowers
7465,undertones
7466,stone
7467,fruit
7468,almond
7469,nougat
7470,citrusy
7471,floral
7472,bergamot
7473,rhododendron
7474,cashew
7475,butter
7476,cocoa
7477,nib
7478,maple
7479,syrup
7480,aroma
7481,cup
7482,sweetly
7483,tart
7484,pert
7485,acidity
7486,full
7487,syrupy
7488,smooth
7489,mouthfeel
7490,finish
7491,centers
7492,around
7493,notes
7494,cashew
7495,butter
7496,maple
7497,syrup
7498,hint
7499,bergamot
7500,fruit
7501,centered
7502,sweetly
7503,herb
7504,cherry
7505,lemon
7506,thyme
7507,tiger
7508,lily
7509,wild
7510,honey
7511,fresh
7512,cut
7513,oak
7514,aroma
7515,cup
7516,sweetly
7517,savory
7518,brisk
7519,acidity
7520,full
7521,syrupy
7522,smooth
7523,mouthfeel
7524,crisply
7525,sweet
7526,finish
7527,consolidates
7528,around
7529,notes
7530,honey
7531,oak
7532,evaluated
7533,espresso
7534,rich
7535,deeply
7536,chocolaty
7537,dark
7538,chocolate
7539,raspberry
7540,molasses
7541,hazelnut
7542,fresh
7543,cut
7544,oak
7545,aroma
7546,small
7547,cup
7548,syrupy
7549,mouthfeel
7550,chocolaty
7551,nut
7552,finish
7553,three
7554,parts
7555,milk
7556,pretty
7557,floral
7558,note
7559,suggesting
7560,gardenia
7561,surfaces
7562,alongside
7563,raspberry
7564,chocolate
7565,high
7566,floral
7567,driven
7568,lyrically
7569,sweet
7570,wisteria
7571,keemun
7572,tea
7573,white
7574,nectarine
7575,fresh
7576,cut
7577,basil
7578,pink
7579,peppercorn
7580,aroma
7581,cup
7582,impeccably
7583,crystalline
7584,balanced
7585,structure
7586,buoyant
7587,acidity
7588,delicately
7589,satiny
7590,mouthfeel
7591,long
7592,integrated
7593,satisfying
7594,finish
7595,fruit
7596,floral
7597,notes
7598,singing
7599,long
7600,complex
7601,sweetly
7602,intricately
7603,herbaceous
7604,citrusy
7605,lemon
7606,verbena
7607,cardamom
7608,cocoa
7609,nib
7610,ginger
7611,aromatic
7612,orchid
7613,aroma
7614,cup
7615,sweetly
7616,savory
7617,delicately
7618,juicy
7619,acidity
7620,crisp
7621,silky
7622,mouthfeel
7623,long
7624,resonant
7625,flavor
7626,saturated
7627,finish
7628,fruit
7629,centric
7630,spicily
7631,floral
7632,watermelon
7633,candy
7634,star
7635,jasmine
7636,agave
7637,syrup
7638,pistachio
7639,butter
7640,pink
7641,peppercorn
7642,aroma
7643,cup
7644,brightly
7645,sweet
7646,tart
7647,energetic
7648,acidity
7649,full
7650,viscous
7651,mouthfeel
