,0
2158,guava
2159,cocoa
2160,nib
2161,sandalwood
2162,aroma
2163,cup
2164,balanced
2165,brightly
2166,sweet
2167,tart
2168,structure
2169,high
2170,acidity
2171,silky
2172,viscous
2173,mouthfeel
2174,resonant
2175,rich
2176,flavor
2177,laden
2178,finish
2179,richly
2180,berry
2181,sweetly
2182,herbaceous
2183,raspberry
2184,coulis
2185,lemon
2186,verbena
2187,wild
2188,honey
2189,cedar
2190,hint
2191,marjoram
2192,aroma
2193,cup
2194,sweet
2195,structure
2196,vibrant
2197,acidity
2198,syrupy
2199,smooth
2200,mouthfeel
2201,fruit
2202,forward
2203,finish
2204,supported
2205,sweet
2206,herb
2207,notes
2208,rich
2209,aromatic
2210,wood
2211,suggesting
2212,cedar
2213,resonantly
2214,bright
2215,juicy
2216,deeply
2217,balanced
2218,strawberry
2219,guava
2220,cocoa
2221,nib
2222,meyer
2223,lemon
2224,zest
2225,sassafras
2226,wisteria
2227,aroma
2228,cup
2229,elegantly
2230,sweet
2231,structure
2232,crisp
2233,vibrant
2234,acidity
2235,plush
2236,syrupy
2237,mouthfeel
2238,coherent
2239,flavor
2240,laden
2241,finish
2242,resonates
2243,notes
2244,cup
2245,high
2246,floral
2247,driven
2248,lyrically
2249,sweet
2250,wisteria
2251,keemun
2252,tea
2253,white
2254,nectarine
2255,fresh
2256,cut
2257,basil
2258,pink
2259,peppercorn
2260,aroma
2261,cup
2262,impeccably
2263,crystalline
2264,balanced
2265,structure
2266,buoyant
2267,acidity
2268,delicately
2269,satiny
2270,mouthfeel
2271,long
2272,integrated
2273,satisfying
2274,finish
2275,fruit
2276,floral
2277,notes
2278,singing
2279,long
2280,complex
2281,sweetly
2282,intricately
2283,herbaceous
2284,citrusy
2285,lemon
2286,verbena
2287,cardamom
2288,cocoa
2289,nib
2290,ginger
2291,aromatic
2292,orchid
2293,aroma
2294,cup
2295,sweetly
2296,savory
2297,delicately
2298,juicy
2299,acidity
2300,crisp
2301,silky
2302,mouthfeel
2303,long
2304,resonant
2305,flavor
2306,saturated
2307,finish
2308,sweetly
2309,tart
2310,richly
2311,savory
2312,star
2313,jasmine
2314,pink
2315,grapefruit
2316,zest
2317,ripe
2318,blackberry
2319,cocoa
2320,nib
2321,toffee
2322,aroma
2323,cup
2324,brightly
2325,tart
2326,savory
2327,complex
2328,structure
2329,juicy
2330,acidity
2331,plush
2332,syrupy
2333,mouthfeel
2334,star
2335,jasmine
2336,blackberry
2337,notes
2338,lead
2339,long
2340,resonant
2341,finish
2342,fruit
2343,centered
2344,chocolaty
2345,balanced
2346,lychee
2347,cocoa
2348,nib
2349,lavender
2350,nutmeg
2351,sandalwood
2352,aroma
2353,cup
2354,sweetly
2355,savory
2356,juicy
2357,acidity
2358,round
2359,viscous
2360,mouthfeel
2361,long
2362,lingering
2363,flavor
2364,saturated
2365,finish
2366,pretty
2367,notes
2368,lychee
2369,cocoa
2370,nib
2371,supported
2372,lavender
2373,vibrant
2374,high
2375,delicately
2376,fruity
2377,strawberry
2378,guava
2379,pink
2380,grapefruit
2381,zest
2382,lemon
2383,balm
2384,spearmint
2385,cocoa
2386,nib
2387,aroma
2388,cup
2389,balanced
2390,sweetly
2391,tart
2392,gently
2393,juicy
2394,acidity
2395,silky
2396,elegant
2397,mouthfeel
2398,cocoa
2399,driven
2400,finish
2401,undertones
2402,citrus
2403,sweet
2404,herbs
2405,rich
2406,resonant
2407,lyrically
2408,juicy
2409,dark
2410,chocolate
2411,dried
2412,white
2413,peach
2414,lilac
2415,myrrh
2416,ginseng
2417,aroma
2418,cup
2419,balanced
2420,high
2421,structure
2422,juicy
2423,bright
2424,acidity
2425,plush
2426,syrupy
2427,smooth
2428,mouthfeel
2429,long
2430,lingering
2431,integrated
2432,finish
2433,fulfills
2434,promise
2435,cup
2436,richly
2437,aromatic
2438,deeply
2439,sweetly
2440,herb
2441,cocoa
2442,nib
2443,bergamot
2444,lilac
2445,maple
2446,syrup
2447,myrrh
2448,aroma
2449,cup
2450,deeply
2451,sweet
2452,structure
2453,vibrant
2454,juicy
2455,acidity
2456,syrupy
2457,smooth
2458,mouthfeel
2459,long
2460,resonant
2461,finish
2462,flavor
2463,saturated
2464,floral
2465,fruit
2466,bright
2467,richly
2468,high
2469,lilac
2470,frankincense
2471,cocoa
2472,nib
2473,pink
2474,grapefruit
2475,zest
2476,pistachio
2477,butter
2478,aroma
2479,cup
2480,delicately
2481,sweet
2482,tart
2483,balanced
2484,vibrant
2485,acidity
2486,silky
2487,viscous
2488,mouthfeel
2489,resonant
2490,long
2491,flavor
2492,saturated
2493,finish
2494,sweet
2495,savory
2496,multi
2497,layered
2498,deep
2499,tangerine
2500,zest
2501,dark
2502,chocolate
2503,goji
2504,berry
2505,almond
2506,nougat
2507,myrrh
2508,aroma
2509,cup
2510,savory
2511,leaning
2512,structure
2513,citrusy
2514,acidity
2515,full
2516,syrupy
2517,mouthfeel
2518,resounding
2519,satisfying
2520,finish
2521,driven
2522,chocolate
2523,citrus
2524,delicately
2525,sweet
2526,tart
2527,richly
2528,aromatic
2529,pomegranate
2530,lavender
2531,cocoa
2532,nib
2533,lemon
2534,thyme
2535,cedar
2536,aroma
2537,cup
2538,sweetly
2539,tart
2540,structure
2541,bright
2542,graceful
2543,acidity
2544,light
2545,viscous
2546,silky
2547,mouthfeel
2548,long
2549,confident
2550,finish
2551,led
2552,notes
2553,lavender
2554,pomegranate
2555,rounding
2556,citrus
2557,cocoa
2558,nib
2559,long
2560,delicately
2561,sweet
2562,savory
2563,elegantly
2564,herb
2565,tarragon
2566,lilac
2567,nectarine
2568,lemon
2569,balm
2570,amber
2571,aroma
2572,cup
2573,brightly
2574,sweet
2575,juicy
2576,vibrant
2577,acidity
2578,plush
2579,satiny
2580,mouthfeel
2581,complex
2582,richly
2583,nuanced
2584,finish
2585,centers
2586,around
2587,lilac
2588,tarragon
2589,nectarine
2590,amber
2591,undertones
2592,high
2593,juicy
2594,complex
2595,red
2596,currant
2597,toffee
2598,grapefruit
2599,marmalade
2600,star
2601,jasmine
2602,sandalwood
2603,aroma
2604,cup
2605,sweetly
2606,tart
2607,richly
2608,vibrant
2609,balanced
2610,acidity
2611,full
2612,syrupy
2613,smooth
2614,mouthfeel
2615,resonant
2616,lingering
2617,finish
2618,carries
2619,forward
2620,multi
2621,layered
2622,nuance
2623,cup
2624,sweetly
2625,high
2626,fruit
2627,forward
2628,richly
2629,aromatic
2630,tangerine
2631,jolly
2632,rancher
2633,dark
2634,chocolate
2635,wild
2636,honey
2637,narcissus
2638,aroma
2639,cup
2640,sweet
2641,tart
2642,structure
2643,juicy
2644,vibrant
2645,acidity
2646,viscous
2647,syrupy
2648,mouthfeel
2649,long
2650,finish
2651,leads
2652,notes
2653,dark
2654,chocolate
2655,jolly
2656,rancher
2657,short
2658,rounding
2659,narcissus
2660,honey
2661,long
2662,elegantly
2663,bright
2664,richly
2665,juicy
2666,elaborately
2667,complete
2668,toffee
2669,pomelo
2670,plum
2671,marmalade
2672,star
2673,jasmine
2674,sandalwood
2675,aroma
2676,cup
2677,sweetly
2678,tart
2679,structure
2680,lyrically
2681,balanced
2682,acidity
2683,syrupy
2684,viscous
2685,mouthfeel
2686,resonant
2687,long
2688,satisfying
2689,finish
2690,high
2691,richly
2692,sweet
2693,tart
2694,mango
2695,cocoa
2696,nib
2697,lemongrass
2698,cedar
2699,narcissus
2700,aroma
2701,cup
2702,balanced
2703,sweetly
2704,tart
2705,structure
2706,lively
2707,acidity
2708,syrupy
2709,smooth
2710,mouthfeel
2711,long
2712,sweetly
2713,herb
2714,finish
2715,leads
2716,lemongrass
2717,notes
2718,undertones
2719,crisp
2720,cocoa
2721,nib
2722,deeply
2723,sweet
2724,savory
2725,complex
2726,layered
2727,asian
2728,pear
2729,rhododendron
2730,pomelo
2731,nutella
2732,candied
2733,walnut
2734,aroma
2735,cup
2736,richly
2737,bittersweet
2738,structure
2739,gently
2740,bright
2741,acidity
2742,plush
2743,syrupy
2744,smooth
2745,mouthfeel
2746,resonant
2747,long
2748,flavor
2749,laden
2750,finish
2751,cleanly
2752,fruit
2753,juicy
2754,deep
2755,raspberry
2756,coulis
2757,cocoa
2758,nib
2759,lavender
2760,hazelnut
2761,fresh
2762,cut
2763,oak
2764,aroma
2765,cup
2766,high
2767,sweetly
2768,tart
2769,structure
2770,juicy
2771,vibrant
2772,acidity
2773,plush
2774,syrupy
2775,mouthfeel
2776,rich
2777,inviting
2778,flavor
2779,saturated
2780,finish
2781,richly
2782,sweet
2783,deeply
2784,aromatic
2785,strawberry
2786,guava
2787,cocoa
2788,nib
2789,wild
2790,honey
2791,marjoram
2792,lilac
2793,aroma
2794,cup
2795,sweet
2796,tart
2797,structure
2798,richly
2799,tart
2800,acidity
2801,syrupy
2802,smooth
2803,mouthfeel
2804,long
2805,lingering
2806,finish
2807,strawberry
2808,guava
2809,cocoa
2810,nib
2811,front
2812,wild
2813,honey
2814,marjoram
2815,undertones
2816,juicy
2817,fruit
2818,bright
2819,lively
2820,raspberry
2821,jam
2822,dark
2823,chocolate
2824,hop
2825,flowers
2826,thyme
2827,wild
2828,honey
2829,aroma
2830,cup
2831,richly
2832,bittersweet
2833,structure
2834,balanced
2835,juicy
2836,acidity
2837,smooth
2838,syrupy
2839,mouthfeel
2840,finish
2841,centers
2842,around
2843,notes
2844,raspberry
2845,dark
2846,chocolate
2847,supported
2848,richly
2849,bittersweet
2850,hop
2851,flowers
2852,richly
2853,aromatic
2854,deeply
2855,sweet
2856,dark
2857,chocolate
2858,blackberry
2859,honeysuckle
2860,fresh
2861,cut
2862,oak
2863,lemon
2864,balm
2865,aroma
2866,cup
2867,sweet
2868,structure
2869,lively
2870,acidity
2871,delicately
2872,satiny
2873,mouthfeel
2874,rich
2875,chocolate
2876,fresh
2877,blackberry
2878,notes
2879,dominate
2880,flavor
2881,saturated
2882,finish
2883,deeply
2884,floral
2885,richly
2886,spice
2887,passionfruit
2888,wild
2889,honey
2890,cocoa
2891,nib
2892,spiced
2893,rum
2894,narcissus
2895,aroma
2896,cup
2897,sweetly
2898,savory
2899,structure
2900,balanced
2901,high
2902,acidity
2903,crisply
2904,satiny
2905,mouthfeel
2906,floral
2907,fruit
2908,forward
2909,finish
2910,crisp
2911,cocoa
2912,undertones
2913,crisply
2914,sweet
2915,gently
2916,tart
2917,red
2918,plum
2919,dark
2920,chocolate
2921,freesia
2922,flowers
2923,cedar
2924,honey
2925,aroma
2926,cup
2927,brightly
2928,sweet
2929,structure
2930,crisp
2931,lively
2932,acidity
2933,viscous
2934,satiny
2935,mouthfeel
2936,finish
2937,centers
2938,around
2939,notes
2940,red
2941,plum
2942,dark
2943,chocolate
2944,harmoniously
2945,balanced
2946,deep
2947,bright
2948,nectarine
2949,cocoa
2950,nib
2951,pink
2952,grapefruit
2953,zest
2954,star
2955,jasmine
2956,marjoram
2957,aroma
2958,cup
2959,richly
2960,sweet
2961,savory
2962,structure
2963,malic
2964,apple
2965,acidity
2966,plush
2967,syrupy
2968,smooth
2969,mouthfeel
2970,satisfying
2971,finish
2972,carries
2973,flavor
2974,notes
2975,cup
2976,richly
2977,sweet
2978,savory
2979,deep
2980,baking
2981,spices
2982,dark
2983,chocolate
2984,date
2985,narcissus
2986,tangerine
2987,zest
2988,aroma
2989,cup
2990,sweetly
2991,savory
2992,structure
2993,juicy
2994,resonant
2995,acidity
2996,plush
2997,creamy
2998,mouthfeel
2999,long
3000,lingering
3001,flavor
3002,saturated
3003,finish
3004,leads
3005,baking
3006,spices
3007,undertones
3008,dark
3009,chocolate
3010,narcissus
3011,floral
3012,delicately
3013,chocolaty
3014,lilac
3015,cocoa
3016,nib
3017,red
3018,currant
3019,honey
3020,pink
3021,grapefruit
3022,zest
3023,aroma
3024,cup
3025,richly
3026,sweet
3027,structure
3028,bright
3029,balanced
3030,acidity
3031,syrupy
3032,smooth
3033,mouthfeel
3034,finish
3035,leads
3036,cocoa
3037,nib
3038,concludes
3039,honey
3040,red
3041,currant
3042,sweet
3043,floral
3044,freesia
3045,pink
3046,grapefruit
3047,zest
3048,wild
3049,honey
3050,guava
3051,oak
3052,aroma
3053,cup
3054,balanced
3055,richly
3056,sweet
3057,structure
3058,high
3059,acidity
3060,viscous
3061,satiny
3062,mouthfeel
3063,flavor
3064,saturated
3065,finish
3066,centers
3067,around
3068,notes
3069,freesia
3070,pink
3071,grapefruit
3072,zest
3073,subtly
3074,complex
3075,nuanced
3076,high
3077,mulberry
3078,cocoa
3079,nib
3080,tangerine
3081,zest
3082,thyme
3083,agave
3084,syrup
3085,aroma
3086,cup
3087,sweet
3088,tart
3089,structure
3090,bright
3091,juicy
3092,acidity
3093,plush
3094,viscous
3095,mouthfeel
3096,resonant
3097,flavor
3098,saturated
3099,finish
3100,carries
3101,forward
3102,flavor
3103,notes
3104,cup
3105,complex
3106,floral
3107,citrus
3108,lilac
3109,cocoa
3110,nib
3111,tangerine
3112,zest
3113,apricot
3114,sandalwood
3115,aroma
3116,cup
3117,delicately
3118,sweet
3119,tart
3120,juicy
3121,acidity
3122,full
3123,syrupy
3124,mouthfeel
3125,deeply
3126,flavor
3127,saturated
3128,finish
3129,resonates
3130,complex
3131,richly
3132,tart
3133,compelling
3134,savory
3135,undertones
3136,dark
3137,chocolate
3138,pomegranate
3139,yogurt
3140,almond
3141,brittle
3142,sandalwood
3143,freesia
3144,flowers
3145,aroma
3146,cup
3147,balanced
3148,structure
3149,juicy
3150,citrusy
3151,acidity
3152,full
3153,syrupy
3154,mouthfeel
3155,flavor
3156,laden
3157,finish
3158,carries
3159,notes
3160,cup
3161,dark
3162,chocolate
3163,pomegranate
3164,particular
3165,balanced
3166,complex
3167,rich
3168,cocoa
3169,nib
3170,pluot
3171,tangerine
3172,zest
3173,star
3174,jasmine
3175,lemon
3176,verbena
3177,aroma
3178,cup
3179,deeply
3180,sweet
3181,high
3182,structure
3183,juicy
3184,vibrant
3185,acidity
3186,plush
3187,syrupy
3188,mouthfeel
3189,long
3190,resonant
3191,finish
3192,maintains
3193,multi
3194,layered
3195,notes
3196,cup
3197,crisply
3198,sweet
3199,richly
3200,savory
3201,floral
3202,peach
3203,lilac
3204,ripe
3205,sungold
3206,cherry
3207,tomato
3208,almond
3209,brittle
3210,frankincense
3211,aroma
3212,cup
3213,sweet
3214,umami
3215,structure
3216,jazzy
3217,acidity
3218,syrupy
3219,smooth
3220,mouthfeel
3221,flavor
3222,saturated
3223,finish
3224,carries
3225,promise
3226,flavor
3227,notes
3228,cup
3229,sweetly
3230,spice
3231,chocolaty
3232,intense
3233,freesia
3234,flowers
3235,dark
3236,chocolate
3237,concord
3238,grape
3239,roasted
3240,macadamia
3241,nut
3242,tangerine
3243,zest
3244,aroma
3245,cup
3246,sweetly
3247,rich
3248,tart
3249,structure
3250,juicy
3251,acidity
3252,lightly
3253,syrupy
3254,mouthfeel
3255,freesia
3256,concord
3257,grape
3258,notes
3259,ring
3260,long
3261,finish
3262,cleanly
3263,fruit
3264,forward
3265,high
3266,strawberry
3267,guava
3268,lemon
3269,verbena
3270,cocoa
3271,nib
3272,freesia
3273,myrrh
3274,aroma
3275,cup
3276,sweet
3277,tart
3278,structure
3279,bright
3280,juicy
3281,acidity
3282,viscous
3283,syrupy
3284,mouthfeel
3285,resonant
3286,fruit
3287,driven
3288,finish
3289,notes
3290,strawberry
3291,guava
3292,lemon
3293,verbena
3294,cocoa
3295,nib
3296,far
3297,long
3298,delicate
3299,tropical
3300,fruity
3301,floral
3302,strawberry
3303,guava
3304,bergamot
3305,cocoa
3306,nib
3307,sandalwood
3308,plumeria
3309,aroma
3310,cup
3311,sweet
3312,structure
3313,juicy
3314,vibrant
3315,acidity
3316,silky
3317,buoyant
3318,mouthfeel
3319,resonant
3320,flavor
3321,saturated
3322,long
3323,finish
3324,high
3325,crisply
3326,sweet
3327,tart
3328,pink
3329,grapefruit
3330,zest
3331,cocoa
3332,nib
3333,tamarind
3334,amber
3335,grape
3336,candy
3337,aroma
3338,cup
3339,sweet
3340,tart
3341,structure
3342,tart
3343,leaning
3344,lively
3345,acidity
3346,syrupy
3347,smooth
3348,mouthfeel
3349,flavor
3350,saturated
3351,finish
3352,resonates
3353,notes
3354,cup
3355,chocolaty
3356,richly
3357,sweet
3358,tart
3359,deep
3360,chocolate
3361,fudge
3362,passion
3363,fruit
3364,sandalwood
3365,lily
3366,hint
3367,cognac
3368,aroma
3369,cup
3370,sweetly
3371,opulently
3372,tart
3373,generous
3374,bright
3375,acidity
3376,lush
3377,viscous
3378,mouthfeel
3379,sandalwood
3380,chocolate
3381,finish
3382,undertones
3383,passionfruit
3384,long
3385,delicately
3386,sweet
3387,tart
3388,richly
3389,intricately
3390,aromatic
3391,deep
3392,dried
3393,hibiscus
3394,flowers
3395,bergamot
3396,frankincense
3397,lychee
3398,boysenberry
3399,aroma
3400,cup
3401,confidently
3402,sweet
3403,tart
3404,structure
3405,sparkling
3406,acidity
3407,silky
3408,buoyant
3409,mouthfeel
3410,long
3411,lingering
3412,flavor
3413,saturated
3414,finish
3415,intoxicatingly
3416,blurs
3417,fruit
3418,floral
3419,notes
3420,sweetly
3421,tart
3422,fruit
3423,floral
3424,apricot
3425,jasmine
3426,cocoa
3427,nib
3428,nougat
3429,hazelnut
3430,butter
3431,aroma
3432,cup
3433,sweet
3434,tart
3435,structure
3436,juicy
3437,balanced
3438,acidity
3439,plush
3440,syrupy
3441,mouthfeel
3442,resonant
3443,flavor
3444,saturated
3445,finish
3446,carries
3447,lovely
3448,aromatics
3449,cup
3450,delicately
3451,richly
3452,aromatic
3453,complex
3454,multi
3455,layered
3456,plum
3457,blossom
3458,guava
3459,cocoa
3460,nib
3461,narcissus
3462,lemon
3463,verbena
3464,aroma
3465,cup
3466,sweetly
3467,tart
3468,bright
3469,juicy
3470,acidity
3471,lush
3472,silky
3473,mouthfeel
3474,flavor
3475,laden
3476,finish
3477,cocoa
3478,floral
3479,driven
3480,complexly
3481,fruit
3482,driven
3483,subtle
3484,savory
3485,underpinnings
3486,strawberry
3487,guava
3488,banana
3489,cocoa
3490,nib
3491,honeysuckle
3492,hints
3493,goat
3494,cheese
3495,aroma
3496,cup
3497,richly
3498,aromatic
3499,deeply
3500,sweet
3501,bright
3502,juicy
3503,acidity
3504,full
3505,syrupy
3506,mouthfeel
3507,deep
3508,finish
3509,elegantly
3510,extends
3511,character
3512,cup
3513,delicate
3514,high
3515,elegantly
3516,fruit
3517,driven
3518,wild
3519,strawberry
3520,tangerine
3521,zest
3522,cocoa
3523,nib
3524,sandalwood
3525,thyme
3526,aroma
3527,cup
3528,bright
3529,sweetly
3530,tart
3531,structure
3532,juicy
3533,acidity
3534,silky
3535,smooth
3536,lilting
3537,mouthfeel
3538,resonant
3539,finish
3540,saturated
3541,flavor
3542,notes
3543,aroma
3544,cup
3545,harmonious
3546,balance
3547,complex
3548,bright
3549,citrusy
3550,meyer
3551,lemon
3552,zest
3553,cocoa
3554,nib
3555,dried
3556,hibiscus
3557,flowers
3558,marjoram
3559,red
3560,plum
3561,aroma
3562,cup
3563,sweetly
3564,tart
3565,crisp
3566,juicy
3567,acidity
3568,lightly
3569,viscous
3570,satiny
3571,mouthfeel
3572,layered
3573,finish
3574,citrus
3575,cocoa
3576,center
3577,delicate
3578,deep
3579,complex
3580,pomegranate
3581,macadamia
3582,nut
3583,pink
3584,grapefruit
3585,zest
3586,agave
3587,syrup
3588,hint
3589,fresh
3590,dill
3591,aroma
3592,cup
3593,sweet
3594,savory
3595,structure
3596,gently
3597,tart
3598,juicy
3599,acidity
3600,supple
3601,syrupy
3602,mouthfeel
3603,multi
3604,layered
3605,finish
3606,long
3607,inviting
3608,retains
3609,flavor
3610,aroma
3611,notes
3612,cup
3613,adds
3614,subtle
3615,tropical
3616,fruit
3617,note
3618,suggesting
3619,lychee
3620,delicate
3621,richly
3622,aromatic
3623,distinctively
3624,high
3625,bergamot
3626,jasmine
3627,meyer
3628,lemon
3629,zest
3630,cocoa
3631,nib
3632,praline
3633,aroma
3634,cup
3635,sweetly
3636,tart
3637,floral
3638,structure
3639,juicy
3640,balanced
3641,acidity
3642,silky
3643,buoyant
3644,mouthfeel
3645,long
3646,juicy
3647,satisfying
3648,finish
3649,sweetly
3650,spice
3651,chocolaty
3652,star
3653,jasmine
3654,dark
3655,chocolate
3656,red
3657,currant
3658,macadamia
3659,nut
3660,pink
3661,grapefruit
3662,zest
3663,aroma
3664,cup
3665,sweetly
3666,rich
3667,tart
3668,structure
3669,vibrant
3670,acidity
3671,plush
3672,syrupy
3673,mouthfeel
3674,notes
3675,star
3676,jasmine
3677,black
3678,currant
3679,carry
3680,lyrically
3681,sweet
3682,deep
3683,finish
3684,evaluated
3685,espresso
3686,richly
3687,spice
3688,deeply
3689,floral
3690,honeysuckle
3691,black
3692,cherry
3693,baking
3694,spices
3695,dark
3696,chocolate
3697,amber
3698,aroma
3699,small
3700,cup
3701,plush
3702,syrupy
3703,smooth
3704,mouthfeel
3705,finely
3706,balanced
3707,flavor
3708,saturated
3709,finish
3710,milk
3711,shot
3712,amplifies
3713,floral
3714,tones
3715,suggesting
3716,honeysuckle
3717,undertones
3718,black
3719,cherry
3720,warming
3721,spices
3722,richly
3723,aromatic
3724,tropical
3725,lychee
3726,pineapple
3727,cocoa
3728,nib
3729,lemon
3730,verbena
3731,ginger
3732,blossom
3733,aroma
3734,cup
3735,sweetly
3736,tart
3737,bright
3738,juicy
3739,acidity
3740,full
3741,syrupy
3742,smooth
3743,mouthfeel
3744,long
3745,resonant
3746,flavor
3747,saturated
3748,finish
3749,deeply
3750,spice
3751,singular
3752,complex
3753,dried
3754,red
3755,currant
3756,sandalwood
3757,fresh
3758,cinnamon
3759,dark
3760,chocolate
3761,brown
3762,sugar
3763,aroma
3764,cup
3765,richly
3766,sweet
3767,wine
3768,acidity
3769,viscous
3770,full
3771,mouthfeel
3772,spice
3773,finish
3774,supported
3775,notes
3776,dark
3777,chocolate
3778,red
3779,currant
3780,elegantly
3781,fruit
3782,forward
3783,richly
3784,floral
3785,star
3786,jasmine
3787,lychee
3788,frankincense
3789,meyer
3790,lemon
3791,zest
3792,wild
3793,honey
3794,aroma
3795,cup
3796,bright
3797,lyrical
3798,structure
3799,zesty
3800,acidity
3801,creamy
3802,full
3803,mouthfeel
3804,long
3805,rich
3806,resonant
3807,finish
3808,redolent
3809,jasmine
3810,lychee
3811,richly
3812,aromatic
3813,deeply
3814,complex
3815,tamarind
3816,narcissus
3817,black
3818,currant
3819,ripe
3820,tomato
3821,cocoa
3822,nib
3823,aroma
3824,cup
3825,sweet
3826,savory
3827,structure
3828,juicy
3829,tart
3830,acidity
3831,full
3832,syrupy
3833,smooth
3834,mouthfeel
3835,savory
3836,leaning
3837,finish
3838,driven
3839,notes
3840,ripe
3841,tomato
3842,cocoa
3843,nib
3844,undertones
3845,black
3846,currant
3847,cedar
3848,bright
3849,juicy
3850,high
3851,guava
3852,almond
3853,butter
3854,wild
3855,honey
3856,tangerine
3857,zest
3858,narcissus
3859,flowers
3860,aroma
3861,cup
3862,richly
3863,sweet
3864,elegantly
3865,tart
3866,structure
3867,high
3868,vibrant
3869,acidity
3870,full
3871,syrupy
3872,mouthfeel
3873,long
3874,lingering
3875,flavor
3876,saturated
3877,finish
3878,carries
3879,forward
3880,notes
3881,cup
3882,energetic
3883,floral
3884,multi
3885,layered
3886,intriguing
3887,aromatic
3888,orchid
3889,red
3890,plum
3891,lemon
3892,verbena
3893,nougat
3894,sandalwood
3895,aroma
3896,cup
3897,sweet
3898,structure
3899,juicy
3900,bright
3901,acidity
3902,plush
3903,syrupy
3904,smooth
3905,mouthfeel
3906,flavor
3907,saturated
3908,finish
3909,sustains
3910,aroma
3911,flavor
3912,notes
3913,cup
3914,harmonious
3915,balance
3916,delicate
3917,complex
3918,multi
3919,layered
3920,bergamot
3921,dark
3922,chocolate
3923,nougat
3924,narcissus
3925,cedar
3926,aroma
3927,cup
3928,richly
3929,sweet
3930,savory
3931,structure
3932,citrusy
3933,acidity
3934,full
3935,syrupy
3936,mouthfeel
3937,floral
3938,fruit
3939,driven
3940,finish
3941,supported
3942,chocolate
3943,aromatic
3944,wood
3945,notes
3946,vibrantly
3947,sweet
3948,resonantly
3949,floral
3950,cocoa
3951,lavender
3952,cocoa
3953,nib
3954,kumquat
3955,fine
3956,musk
3957,toffee
3958,aroma
3959,cup
3960,sweetly
3961,tart
3962,structure
3963,bright
3964,juicy
3965,acidity
3966,crisp
3967,yet
3968,syrupy
3969,mouthfeel
3970,flavor
3971,saturated
3972,finish
3973,sustains
3974,note
3975,cup
3976,long
3977,ringing
3978,clarity
3979,deeply
3980,sweetly
3981,pungent
3982,layered
3983,intricate
3984,dark
3985,chocolate
3986,raspberry
3987,freesia
3988,port
3989,wine
3990,hint
3991,fresh
3992,fragrant
3993,tobacco
3994,aroma
3995,cup
3996,balanced
3997,quietly
3998,forceful
3999,sweet
4000,savory
4001,structure
4002,light
4003,exceptionally
4004,silky
4005,mouthfeel
4006,notes
4007,ring
4008,layered
4009,flavor
4010,saturated
4011,finish
4012,bright
4013,balanced
4014,aromatically
4015,nuanced
4016,nectarine
4017,cocoa
4018,nib
4019,star
4020,jasmine
4021,sandalwood
4022,hint
4023,lychee
4024,aroma
4025,cup
4026,sweetly
4027,tart
4028,structure
4029,juicy
4030,acidity
4031,lush
4032,syrupy
4033,mouthfeel
4034,resonant
4035,flavor
4036,saturated
4037,finish
4038,fulfills
4039,balanced
4040,complete
4041,promise
4042,cup
4043,rich
4044,fruit
4045,forward
4046,sweetly
4047,fermenty
4048,ripe
4049,blueberry
4050,dark
4051,chocolate
4052,bourbon
4053,barrel
4054,gardenia
4055,molasses
4056,aroma
4057,cup
4058,sweet
4059,structure
4060,winy
4061,acidity
4062,full
4063,lightly
4064,syrupy
4065,mouthfeel
4066,resonant
4067,flavor
4068,saturated
4069,finish
4070,richly
4071,aromatic
4072,levitatingly
4073,high
4074,lychee
4075,passionfruit
4076,dark
4077,chocolate
4078,candied
4079,violet
4080,sage
4081,aroma
4082,cup
4083,layered
4084,sweet
4085,tart
4086,savory
4087,structure
4088,juicy
4089,vibrant
4090,acidity
4091,full
4092,syrupy
4093,mouthfeel
4094,resonant
4095,finish
4096,centers
4097,around
4098,lychee
4099,dark
4100,chocolate
4101,sage
4102,overarchingly
4103,sweet
4104,richly
4105,savory
4106,nectarine
4107,sandalwood
4108,marzipan
4109,spearmint
4110,freesia
4111,flowers
4112,aroma
4113,cup
4114,deeply
4115,sweet
4116,structure
4117,tart
4118,vibrant
4119,acidity
4120,nectar
4121,mouthfeel
4122,rich
4123,finish
4124,marzipan
4125,notes
4126,lingering
4127,long
4128,sweet
4129,high
4130,richly
4131,floral
4132,star
4133,jasmine
4134,lemon
4135,verbena
4136,pineapple
4137,cocoa
4138,nib
4139,frankincense
4140,aroma
4141,cup
4142,sweetly
4143,tart
4144,structure
4145,juicy
4146,levitating
4147,acidity
4148,delicate
4149,syrupy
4150,mouthfeel
4151,crisp
4152,long
4153,floral
4154,finish
4155,deep
4156,intense
4157,sweet
4158,savory
4159,utterly
4160,coherent
4161,intense
4162,lavender
4163,black
4164,currant
4165,mandarin
4166,orange
4167,sandalwood
4168,dark
4169,chocolate
4170,aroma
4171,cup
4172,sweet
4173,tart
4174,savory
4175,bottomed
4176,structure
4177,intense
4178,balanced
4179,acidity
4180,big
4181,mouth
4182,filling
4183,body
4184,flavor
4185,saturated
4186,finish
4187,carries
4188,every
4189,nuance
4190,cup
4191,elegant
4192,bright
4193,rich
4194,cocoa
4195,nib
4196,ginger
4197,blossom
4198,plum
4199,pink
4200,peppercorn
4201,almond
4202,butter
4203,aroma
4204,cup
4205,deeply
4206,sweet
4207,structure
4208,vibrant
